season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,15:00,,,MIA 30,0,0,"Pete Stoyanovich kicks off 61 yards, returned by Corey Croom for 20 yards (tackle by Irving Spikes)",0.000,-0.870
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,,1,10,NWE 29,0,0,Drew Bledsoe pass complete to Kevin Turner for 7 yards (tackle by Troy Vincent),0.870,1.270
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,,2,3,NWE 36,0,0,Marion Butts left tackle for -1 yards (tackle by Marco Coleman),1.270,0.430
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,,3,4,NWE 35,0,0,Marion Butts middle for no gain (tackle by Tim Bowens),0.430,-1.040
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,,4,4,NWE 35,0,0,Pat O'Neill punts 30 yards,-1.040,-1.330
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,12:42,1,10,MIA 36,0,0,Dan Marino pass incomplete intended for Keith Jackson,1.330,0.790
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,,2,10,MIA 36,0,0,Dan Marino pass incomplete intended for Mark Ingram,0.790,0.100
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,,3,10,MIA 36,0,0,Dan Marino pass complete to Scott Miller for 16 yards (tackle by Corwin Brown and Myron Guyton),0.100,2.390
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,,1,10,NWE 48,0,0,Terry Kirby right tackle for 3 yards (tackle by Mike Pitts),2.390,2.250
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,,2,7,NWE 45,0,0,Terry Kirby middle for 5 yards (tackle by Tim Goad),2.250,2.210
1994,1,September 4,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199409040mia.htm,1,,3,2,NWE 40,0,0,Terry Kirby middle for 1 yard (tackle by Tim Goad),2.210,0.660
