season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,1,15:00,,,MIA 30,0,0,"Joe Nedney kicks off 63 yards, returned by Dave Meggett for 41 yards (tackle by Joe Nedney)",0.000,-2.130
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,1,,1,10,NWE 48,0,0,"Curtis Martin left tackle for no gain. Penalty on Tim Bowens: Defensive Offside, 5 yards (accepted) (tackle by Danny Stubbs) (no play)",2.130,2.860
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,1,,1,5,MIA 47,0,0,Drew Bledsoe pass incomplete intended for Will Moore,2.860,2.260
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,1,,2,5,MIA 47,0,0,Curtis Martin right end for 4 yards (tackle by Terrell Buckley),2.260,2.080
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,1,,3,1,MIA 43,0,0,"Penalty on Ferric Collons: False Start, 5 yards (accepted)",2.080,1.420
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,1,,3,6,MIA 48,0,0,Drew Bledsoe pass complete to Ben Coates for 11 yards (tackle by Gene Atkins),1.420,3.120
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,1,,1,10,MIA 37,0,0,"Curtis Martin middle for no gain. Penalty on Daryl Gardener: Defensive Offside, 5 yards (accepted) (no play)",3.120,3.850
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,1,,1,5,MIA 32,0,0,Curtis Martin left end for no gain (tackle by Zach Thomas),3.850,3.250
1996,1,September 1,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/199609010mia.htm,1,,2,5,MIA 32,0,0,Curtis Martin right tackle for no gain (tackle by Louis Oliver),3.250,2.540
