season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,15:00,,,RAM 35,0,0,"Tony Zendejas kicks off 63 yards, returned by Jon Vaughn for 22 yards Penalty on NWE: Holding, 10 yards (accepted) (tackle by Todd Kinchen)",0.000,0.280
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,1,10,NWE 14,0,0,Leonard Russell right end for -1 yards (tackle by Marc Boutte),-0.280,-0.850
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,2,11,NWE 13,0,0,Leonard Russell left tackle for 9 yards (tackle by Darryl Henley),-0.850,-0.440
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,3,2,NWE 22,0,0,Hugh Millen pass incomplete,-0.440,-1.900
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,4,2,NWE 22,0,0,"Shawn McCarthy punts 41 yards, returned by Vernon Turner for 5 yards (tackle by Kevin Turner)",-1.900,-1.730
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,13:11,1,10,RAM 42,0,0,Cleveland Gary left end for 15 yards (tackle by Tim Goad and Jerome Henderson),1.730,2.720
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,1,10,NWE 43,0,0,Cleveland Gary middle for -1 yards (tackle by Tim Goad),2.720,2.040
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,2,11,NWE 44,0,0,Cleveland Gary left end for 6 yards (tackle by Maurice Hurst),2.040,2.150
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,3,5,NWE 38,0,0,Jim Everett pass incomplete intended for Vernon Turner,2.150,0.720
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,4,5,NWE 38,0,0,Don Bracken punts 31 yards,0.720,0.380
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,10:39,1,10,NWE 7,0,0,Leonard Russell middle for 2 yards (tackle by Kevin Greene),-0.380,-0.630
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,2,8,NWE 9,0,0,Hugh Millen pass complete to Jon Vaughn for -1 yards (tackle by Roman Phifer),-0.630,-1.300
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,3,9,NWE 8,0,0,Hugh Millen pass complete to Marv Cook for 8 yards (tackle by Todd Lyght),-1.300,-2.390
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,4,1,NWE 16,0,0,"Shawn McCarthy punts 40 yards, returned by Vernon Turner for no gain (tackle by Rod Smith)",-2.390,-1.860
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,8:21,1,10,RAM 44,0,0,Jim Everett pass incomplete intended for Henry Ellard,1.860,1.320
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,2,10,RAM 44,0,0,Cleveland Gary right end for 1 yard (tackle by Andre Tippett),1.320,0.760
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,3,9,RAM 45,0,0,Jim Everett sacked by Brent Williams for 11 yards,0.760,-1.110
1992,2,September 13,away,Los Angeles Rams,https://www.pro-football-reference.com/boxscores/199209130ram.htm,1,,4,20,RAM 34,0,0,"Don Bracken punts 54 yards, returned by Michael Timpson for 6 yards (tackle by Kevin Greene)",-1.110,0.000
